ID,GrossMonthlyIncome,CreditCardPayment,CarPayment,StudentLoanPayments,AppraisedValue,DownPayment,LoanAmount,MonthlyMortgagePayment,CreditScore
6253,6223.00,346.00,383.00,408.00,354642.00,78021.24,276620.76,1658.48,686
6254,6098.00,420.00,355.00,384.00,281437.00,42215.55,239221.45,1755.32,548
6255,9535.00,204.00,491.00,200.00,299794.00,38973.22,260820.78,1563.75,671
6256,5434.00,273.00,430.00,207.00,455978.00,54717.36,401260.64,1691.73,809
6257,9626.00,401.00,419.00,389.00,270138.00,45923.46,224214.54,1645.21,576
6258,8321.00,478.00,357.00,440.00,401774.00,60266.10,341507.90,1833.29,746
6259,2215.00,289.00,483.00,200.00,300185.00,21012.95,279172.05,1673.78,659
6260,7568.00,476.00,360.00,254.00,368245.00,84696.35,283548.65,1700.02,682
6261,4049.00,247.00,442.00,202.00,392767.00,35349.03,357417.97,2622.61,560
6262,8988.00,265.00,369.00,235.00,353057.00,70611.40,282445.60,1348.44,792
6263,9615.00,318.00,374.00,379.00,401323.00,96317.52,305005.48,1828.66,656
6264,6060.00,219.00,477.00,328.00,311395.00,21797.65,289597.35,1220.95,830
6265,7316.00,423.00,357.00,211.00,393845.00,82707.45,311137.55,1311.77,806
6266,5495.00,474.00,483.00,233.00,396558.00,107070.66,289487.34,1735.62,651
6267,9527.00,455.00,448.00,228.00,259673.00,57128.06,202544.94,966.98,796
6268,9640.00,243.00,454.00,219.00,460850.00,105995.50,354854.50,1694.13,764
6269,4734.00,422.00,385.00,426.00,360780.00,86587.20,274192.80,1156.01,847
6270,7248.00,428.00,416.00,237.00,270159.00,72942.93,197216.07,1058.70,730
6271,9703.00,336.00,435.00,437.00,420750.00,100980.00,319770.00,1917.18,691
6272,6621.00,262.00,374.00,410.00,394496.00,67064.32,327431.68,1757.72,742
6273,7119.00,364.00,420.00,280.00,288099.00,83548.71,204550.29,1360.88,608
6274,8626.00,248.00,414.00,363.00,324359.00,35679.49,288679.51,1217.08,828
6275,6921.00,247.00,358.00,318.00,269325.00,29625.75,239699.25,1010.58,805
6276,8308.00,306.00,467.00,204.00,259258.00,59629.34,199628.66,1328.13,623
6277,6026.00,209.00,456.00,300.00,368028.00,29442.24,338585.76,2484.42,561
6278,5330.00,384.00,475.00,241.00,410952.00,28766.64,382185.36,2804.34,527
6279,4479.00,228.00,480.00,328.00,311161.00,90236.69,220924.31,931.43,839
6280,8338.00,233.00,360.00,306.00,266287.00,26628.70,239658.30,1594.45,648
6281,2984.00,278.00,371.00,325.00,273720.00,57481.20,216238.80,1160.82,721
6282,6903.00,313.00,468.00,280.00,498139.00,119553.36,378585.64,2777.93,595
6283,7434.00,465.00,371.00,306.00,322717.00,54861.89,267855.11,1965.43,534
6284,8240.00,468.00,435.00,270.00,257751.00,23197.59,234553.41,1406.27,653
6285,4975.00,249.00,414.00,380.00,273985.00,46577.45,227407.55,1085.68,779
6286,8387.00,430.00,411.00,263.00,377194.00,75438.80,301755.20,2214.17,586
6287,5021.00,287.00,373.00,411.00,382903.00,45948.36,336954.64,2472.45,551
6288,4485.00,312.00,464.00,437.00,387093.00,108386.04,278706.96,1175.04,819
6289,5074.00,279.00,436.00,329.00,313889.00,62777.80,251111.20,1505.54,665
6290,8866.00,460.00,375.00,383.00,375287.00,45034.44,330252.56,2423.28,571
6291,7542.00,290.00,485.00,400.00,334978.00,60296.04,274681.96,1827.47,603
6292,4915.00,461.00,462.00,322.00,265797.00,15947.82,249849.18,1341.24,710
6293,9894.00,415.00,403.00,306.00,294383.00,58876.60,235506.40,1411.98,684
6294,5364.00,354.00,383.00,335.00,326596.00,35925.56,290670.44,1560.38,745
6295,3121.00,478.00,453.00,387.00,319653.00,67127.13,252525.87,1852.95,596
6296,3793.00,328.00,498.00,375.00,318693.00,44617.02,274075.98,1471.30,713
6297,5150.00,300.00,390.00,391.00,497360.00,29841.60,467518.40,2509.74,600
6298,8416.00,358.00,485.00,388.00,237745.00,68946.05,168798.95,1238.59,565
6299,2179.00,276.00,356.00,427.00,486502.00,97300.40,389201.60,2589.37,636
6300,4572.00,317.00,426.00,395.00,379559.00,102480.93,277078.07,1487.41,710
6301,6742.00,266.00,399.00,384.00,416510.00,74971.80,341538.20,1439.94,841
6302,3723.00,319.00,462.00,303.00,238035.00,52367.70,185667.30,1362.36,505
6303,5521.00,402.00,449.00,401.00,492801.00,24640.05,468160.95,3435.20,538
6304,6685.00,451.00,373.00,315.00,326492.00,35914.12,290577.88,2132.16,544
6305,5085.00,333.00,410.00,290.00,288054.00,72013.50,216040.50,1437.32,618
6306,5450.00,242.00,468.00,298.00,457162.00,82289.16,374872.84,2247.55,661
6307,6386.00,410.00,406.00,350.00,376322.00,60211.52,316110.48,1895.24,601
6308,8796.00,375.00,472.00,346.00,491483.00,142530.07,348952.93,1873.25,724
6309,9077.00,389.00,499.00,265.00,457996.00,119078.96,338917.04,1819.38,741
6310,3959.00,200.00,357.00,295.00,461424.00,50756.64,410667.36,3013.33,531
6311,7680.00,259.00,450.00,405.00,254623.00,15277.38,239345.62,1592.37,628
6312,2547.00,269.00,398.00,381.00,339805.00,61164.90,278640.10,1853.80,630
6313,9678.00,400.00,463.00,345.00,260765.00,33899.45,226865.55,1664.66,591
6314,4568.00,400.00,460.00,210.00,290086.00,49314.62,240771.38,1149.48,781
6315,4468.00,289.00,475.00,242.00,392754.00,58913.10,333840.90,1407.49,809
6316,7288.00,329.00,401.00,370.00,258031.00,59347.13,198683.87,1191.21,691
6317,4470.00,334.00,437.00,241.00,389882.00,85774.04,304107.96,1451.86,761
6318,3017.00,370.00,416.00,427.00,358975.00,25128.25,333846.75,2449.65,519
6319,3432.00,352.00,494.00,263.00,457529.00,68629.35,388899.65,1639.62,830
6320,3807.00,477.00,478.00,283.00,345162.00,58677.54,286484.46,1905.99,605
6321,5108.00,304.00,497.00,317.00,349314.00,55890.24,293423.76,1759.22,654
6322,2065.00,345.00,420.00,302.00,373908.00,63564.36,310343.64,1860.67,679
6323,3650.00,349.00,462.00,239.00,329647.00,92301.16,237345.84,1579.07,609
6324,4819.00,308.00,383.00,295.00,251943.00,55427.46,196515.54,938.20,784
6325,8824.00,398.00,364.00,341.00,449071.00,89814.20,359256.80,1715.15,754
6326,2409.00,216.00,475.00,431.00,478507.00,119626.75,358880.25,1713.35,770
6327,6343.00,438.00,372.00,376.00,338900.00,71169.00,267731.00,1964.52,520
6328,8035.00,454.00,436.00,223.00,330941.00,16547.05,314393.95,2306.91,544
6329,7275.00,334.00,444.00,240.00,362928.00,54439.20,308488.80,2263.58,515
6330,4026.00,495.00,385.00,289.00,393947.00,90607.81,303339.19,1818.67,673
6331,2083.00,395.00,491.00,288.00,417697.00,91893.34,325803.66,2390.63,513
6332,6675.00,214.00,372.00,371.00,313377.00,56407.86,256969.14,1379.47,734
6333,9357.00,462.00,371.00,234.00,427326.00,111104.76,316221.24,1697.54,737
6334,9294.00,292.00,487.00,293.00,252479.00,32822.27,219656.73,1048.67,782
6335,6835.00,202.00,360.00,284.00,438459.00,39461.31,398997.69,1904.88,759
6336,6372.00,385.00,458.00,415.00,441565.00,44156.50,397408.50,2133.37,722
6337,5935.00,407.00,373.00,313.00,368895.00,77467.95,291427.05,1391.32,781
6338,8642.00,466.00,403.00,277.00,315860.00,85282.20,230577.80,1691.90,530
6339,2639.00,499.00,427.00,349.00,261666.00,73266.48,188399.52,1129.55,680
6340,4870.00,201.00,425.00,281.00,433730.00,73734.10,359995.90,2641.52,562
6341,4998.00,335.00,455.00,312.00,313930.00,65925.30,248004.70,1486.91,684
6342,4931.00,355.00,402.00,389.00,338444.00,47382.16,291061.84,1745.06,681
6343,6097.00,323.00,459.00,448.00,487995.00,107358.90,380636.10,2282.11,683
6344,7483.00,297.00,417.00,379.00,346037.00,69207.40,276829.60,1841.75,615
6345,2965.00,397.00,421.00,253.00,464589.00,120793.14,343795.86,2287.28,623
6346,9957.00,410.00,407.00,231.00,455408.00,104743.84,350664.16,2573.05,561
6347,6301.00,455.00,461.00,225.00,286042.00,37185.46,248856.54,1826.02,555
6348,9193.00,263.00,485.00,264.00,456986.00,68547.90,388438.10,1854.46,756
6349,7784.00,343.00,371.00,430.00,466826.00,98033.46,368792.54,2706.07,525
6350,6937.00,434.00,400.00,318.00,257790.00,30934.80,226855.20,1360.11,673
6351,9537.00,406.00,498.00,305.00,361295.00,104775.55,256519.45,1224.66,780
6352,8893.00,498.00,448.00,342.00,428638.00,90013.98,338624.02,2484.70,532
6353,2244.00,418.00,480.00,348.00,399877.00,111965.56,287911.44,1213.85,807
6354,6050.00,342.00,421.00,410.00,279506.00,53106.14,226399.86,1215.36,746
6355,2039.00,269.00,429.00,268.00,393732.00,59059.80,334672.20,1410.99,836
6356,4627.00,313.00,389.00,412.00,406068.00,93395.64,312672.36,2080.22,613
6357,6343.00,479.00,404.00,269.00,302587.00,33284.57,269302.43,1614.60,678
6358,5395.00,434.00,467.00,334.00,309796.00,77449.00,232347.00,979.58,822
6359,9010.00,384.00,450.00,239.00,295645.00,62085.45,233559.55,1713.78,595
6360,9900.00,405.00,446.00,262.00,339282.00,81427.68,257854.32,1715.51,620
6361,2551.00,261.00,412.00,334.00,271557.00,46164.69,225392.31,1209.95,725
6362,2246.00,423.00,430.00,217.00,378453.00,30276.24,348176.76,2554.80,573
6363,5929.00,482.00,359.00,222.00,244664.00,66059.28,178604.72,1070.83,674
6364,5979.00,270.00,425.00,317.00,385818.00,84879.96,300938.04,1615.50,703
6365,8878.00,260.00,427.00,293.00,398936.00,79787.20,319148.80,2341.80,537
6366,4365.00,485.00,389.00,259.00,287263.00,25853.67,261409.33,1248.01,794
6367,6277.00,231.00,497.00,423.00,404938.00,117432.02,287505.98,1212.14,827
6368,2432.00,403.00,445.00,353.00,237186.00,59296.50,177889.50,849.27,786
6369,5563.00,400.00,437.00,430.00,315051.00,78762.75,236288.25,996.20,805
6370,9262.00,477.00,413.00,375.00,319264.00,51082.24,268181.76,1967.82,596
6371,6862.00,352.00,374.00,252.00,303879.00,45581.85,258297.15,1895.29,544
6372,9525.00,450.00,391.00,303.00,469972.00,84594.96,385377.04,1839.85,751
6373,2058.00,422.00,367.00,330.00,404682.00,93076.86,311605.14,2073.12,616
6374,9512.00,305.00,364.00,294.00,288332.00,34599.84,253732.16,1688.09,609
6375,6131.00,266.00,364.00,280.00,368515.00,33166.35,335348.65,2010.58,669
6376,6074.00,322.00,422.00,350.00,274321.00,30175.31,244145.69,1463.78,681
6377,2417.00,485.00,376.00,318.00,384836.00,69270.48,315565.52,2315.51,514
6378,7274.00,457.00,411.00,205.00,284131.00,45460.96,238670.04,1751.28,507
6379,9553.00,393.00,420.00,233.00,411605.00,24696.30,386908.70,1631.22,839
6380,2266.00,451.00,426.00,285.00,266787.00,66696.75,200090.25,1331.21,618
6381,8063.00,275.00,468.00,415.00,420921.00,84184.20,336736.80,2240.32,624
6382,9523.00,376.00,409.00,395.00,416443.00,95781.89,320661.11,2133.37,648
6383,4351.00,226.00,412.00,405.00,259225.00,28514.75,230710.25,1534.92,642
6384,7137.00,371.00,437.00,257.00,404389.00,88965.58,315423.42,1329.84,803
6385,4498.00,420.00,430.00,238.00,484251.00,48425.10,435825.90,2339.61,734
6386,3685.00,294.00,467.00,291.00,356173.00,46302.49,309870.51,1663.45,735
6387,3646.00,396.00,405.00,365.00,381095.00,106706.60,274388.40,1156.83,809
6388,9875.00,341.00,395.00,281.00,376842.00,67831.56,309010.44,2055.85,638
6389,2529.00,320.00,414.00,245.00,394123.00,106413.21,287709.79,1724.97,666
6390,3679.00,367.00,400.00,230.00,406820.00,24409.20,382410.80,2805.99,502
6391,9116.00,443.00,470.00,250.00,338852.00,40662.24,298189.76,1257.18,833
6392,7017.00,214.00,351.00,394.00,358996.00,39489.56,319506.44,1915.60,675
6393,5013.00,253.00,426.00,374.00,247282.00,29673.84,217608.16,1596.73,542
6394,6988.00,298.00,373.00,239.00,416876.00,66700.16,350175.84,2569.47,581
6395,6585.00,482.00,477.00,209.00,463600.00,50996.00,412604.00,1969.83,753
6396,4692.00,221.00,406.00,321.00,476946.00,28616.76,448329.24,2406.73,702
6397,7440.00,401.00,423.00,273.00,496354.00,119124.96,377229.04,2025.05,725
6398,2395.00,394.00,375.00,275.00,473398.00,132551.44,340846.56,2267.66,635
6399,8755.00,285.00,422.00,244.00,479069.00,105395.18,373673.82,1575.42,843
6400,2224.00,322.00,483.00,449.00,485127.00,126133.02,358993.98,1513.53,840
6401,9563.00,321.00,457.00,220.00,279633.00,22370.64,257262.36,1084.63,804
6402,3390.00,224.00,493.00,299.00,495882.00,79341.12,416540.88,1988.63,759
6403,7500.00,488.00,464.00,222.00,303744.00,69861.12,233882.88,1556.03,610
6404,3110.00,222.00,458.00,400.00,446077.00,80293.86,365783.14,1542.16,841
6405,3072.00,310.00,399.00,301.00,360271.00,39629.81,320641.19,1721.27,736
6406,7721.00,244.00,473.00,239.00,394639.00,82874.19,311764.81,2287.62,568
6407,5658.00,313.00,433.00,222.00,291371.00,32050.81,259320.19,1902.80,529
6408,7350.00,234.00,414.00,268.00,257043.00,48838.17,208204.83,1527.73,560
6409,4370.00,225.00,420.00,248.00,404010.00,44441.10,359568.90,2638.39,549
6410,8971.00,420.00,497.00,320.00,374136.00,37413.60,336722.40,2018.82,670
6411,7714.00,249.00,372.00,349.00,272754.00,19092.78,253661.22,1861.28,544
6412,9476.00,368.00,366.00,274.00,482808.00,115873.92,366934.08,1547.01,849
6413,3845.00,341.00,371.00,229.00,416747.00,120856.63,295890.37,1247.49,650
6414,2773.00,266.00,406.00,364.00,440303.00,88060.60,352242.40,2343.48,639
6415,7929.00,268.00,416.00,348.00,420044.00,84008.80,336035.20,2014.70,695
6416,8876.00,440.00,437.00,400.00,481299.00,43316.91,437982.09,3213.76,593
6417,3954.00,405.00,450.00,287.00,444894.00,84529.86,360364.14,1934.51,730
6418,9956.00,270.00,471.00,373.00,445821.00,124829.88,320991.12,1924.50,673
6419,2600.00,204.00,382.00,234.00,451560.00,130952.40,320607.60,2352.50,519
6420,3124.00,449.00,471.00,224.00,268800.00,40320.00,228480.00,1676.51,591
6421,2516.00,299.00,377.00,289.00,421053.00,42105.30,378947.70,2034.27,704
6422,6729.00,341.00,433.00,336.00,343970.00,55035.20,288934.80,2120.10,507
6423,6820.00,318.00,386.00,449.00,258179.00,30981.48,227197.52,1219.65,733
6424,2085.00,382.00,359.00,373.00,245715.00,56514.45,189200.55,903.27,757
6425,7974.00,296.00,405.00,295.00,431282.00,69005.12,362276.88,1944.78,701
6426,9239.00,321.00,377.00,390.00,332934.00,79904.16,253029.84,1856.64,596
6427,7335.00,477.00,387.00,316.00,280569.00,14028.45,266540.55,1123.75,824
6428,4415.00,420.00,443.00,214.00,249604.00,49920.80,199683.20,1071.94,701
6429,9417.00,427.00,461.00,281.00,409336.00,90053.92,319282.08,2342.78,546
6430,5481.00,360.00,380.00,409.00,307790.00,15389.50,292400.50,2145.53,509
6431,5209.00,289.00,388.00,446.00,267957.00,18756.99,249200.01,1657.93,609
6432,7523.00,479.00,416.00,402.00,461849.00,60040.37,401808.63,2948.33,569
6433,7623.00,328.00,431.00,389.00,311890.00,71734.70,240155.30,1439.85,691
6434,4647.00,206.00,401.00,308.00,468942.00,65651.88,403290.12,2417.93,668
6435,7719.00,456.00,443.00,291.00,348109.00,87027.25,261081.75,1915.73,508
6436,2677.00,228.00,383.00,395.00,312239.00,31223.90,281015.10,1184.77,834
6437,2473.00,316.00,472.00,317.00,270819.00,29790.09,241028.91,1768.58,569
6438,7235.00,341.00,385.00,347.00,476813.00,133507.64,343305.36,1842.94,714
6439,4379.00,452.00,382.00,285.00,333000.00,96570.00,236430.00,1572.97,636
6440,3269.00,457.00,389.00,314.00,335756.00,80581.44,255174.56,1218.24,778
6441,3365.00,408.00,399.00,376.00,426104.00,51132.48,374971.52,2751.41,531
6442,5474.00,341.00,447.00,269.00,264498.00,26449.80,238048.20,1583.74,632
6443,8581.00,342.00,392.00,399.00,464954.00,69743.10,395210.90,2121.58,718
6444,7684.00,212.00,375.00,365.00,348821.00,76740.62,272080.38,1460.59,600
6445,3542.00,395.00,387.00,412.00,412613.00,74270.34,338342.66,2482.64,527
6446,5289.00,426.00,387.00,238.00,250077.00,25007.70,225069.30,948.90,844
6447,7070.00,271.00,444.00,307.00,432436.00,99460.28,332975.72,2215.30,637
6448,4976.00,498.00,436.00,431.00,363683.00,105468.07,258214.93,1894.69,518
6449,7980.00,211.00,499.00,331.00,355640.00,71128.00,284512.00,2087.65,568
6450,4640.00,405.00,405.00,392.00,438894.00,35111.52,403782.48,2420.88,680
6451,4386.00,275.00,449.00,412.00,448148.00,71703.68,376444.32,1797.20,761
6452,8828.00,444.00,366.00,294.00,466867.00,112048.08,354818.92,2603.54,582
6453,3151.00,483.00,488.00,349.00,363319.00,58131.04,305187.96,1457.01,790
6454,8918.00,438.00,465.00,221.00,274595.00,68648.75,205946.25,1511.16,560
6455,2247.00,482.00,456.00,385.00,243516.00,26786.76,216729.24,1441.91,603
6456,4971.00,356.00,476.00,364.00,457689.00,27461.34,430227.66,2579.43,680
6457,3785.00,347.00,464.00,251.00,246258.00,41863.86,204394.14,1359.84,622
6458,4425.00,416.00,367.00,449.00,485595.00,97119.00,388476.00,1854.64,774
6459,5514.00,301.00,493.00,419.00,333408.00,33340.80,300067.20,1996.35,610
6460,8396.00,289.00,444.00,410.00,239821.00,50362.41,189458.59,904.50,780
6461,4985.00,493.00,417.00,426.00,258705.00,20696.40,238008.60,1746.42,514
6462,7730.00,363.00,413.00,205.00,436371.00,96001.62,340369.38,1624.98,795
6463,9264.00,244.00,494.00,235.00,282093.00,19746.51,262346.49,1572.90,680
6464,8877.00,209.00,382.00,304.00,411184.00,32894.72,378289.28,1806.01,778
6465,8576.00,230.00,480.00,226.00,396194.00,114896.26,281297.74,1342.96,788
6466,8016.00,200.00,456.00,321.00,379043.00,90970.32,288072.68,1916.55,612
6467,3275.00,494.00,481.00,431.00,421792.00,118101.76,303690.24,1630.27,721
6468,9368.00,332.00,468.00,445.00,445835.00,49041.85,396793.15,2911.53,577
6469,5533.00,351.00,487.00,400.00,387640.00,46516.80,341123.20,1628.57,753
6470,5080.00,386.00,370.00,435.00,369627.00,36962.70,332664.30,2213.22,618
6471,8085.00,403.00,371.00,417.00,258101.00,12905.05,245195.95,1316.26,735
6472,7071.00,469.00,353.00,313.00,295848.00,85795.92,210052.08,1541.29,548
6473,5232.00,235.00,390.00,407.00,477991.00,66918.74,411072.26,3016.30,579
6474,9184.00,394.00,462.00,221.00,482693.00,24134.65,458558.35,3364.74,568
6475,3100.00,291.00,455.00,232.00,283024.00,62265.28,220758.72,1323.56,697
6476,3906.00,400.00,441.00,227.00,478869.00,90985.11,387883.89,1851.82,767
6477,7084.00,488.00,381.00,242.00,369211.00,44305.32,324905.68,1947.97,680
6478,4033.00,393.00,479.00,339.00,401566.00,104407.16,297158.84,2180.45,569
6479,7930.00,217.00,446.00,319.00,426268.00,63940.20,362327.80,2658.63,519
6480,4946.00,457.00,477.00,378.00,499501.00,79920.16,419580.84,3078.74,573
6481,9111.00,426.00,464.00,329.00,293325.00,17599.50,275725.50,1162.47,838
6482,6254.00,423.00,441.00,236.00,265196.00,55691.16,209504.84,1000.21,755
6483,6408.00,309.00,404.00,366.00,384894.00,92374.56,292519.44,1396.53,800
6484,2230.00,314.00,359.00,351.00,263802.00,42208.32,221593.68,1328.57,695
6485,7791.00,394.00,469.00,364.00,482463.00,135089.64,347373.36,1864.78,717
6486,7103.00,227.00,484.00,419.00,405164.00,105342.64,299821.36,1609.51,650
6487,9202.00,293.00,453.00,313.00,240727.00,55367.21,185359.79,1360.10,522
6488,2323.00,489.00,497.00,353.00,389108.00,97277.00,291831.00,1749.67,676
6489,9254.00,496.00,456.00,339.00,266092.00,18626.44,247465.56,1646.39,618
6490,6059.00,307.00,474.00,428.00,302594.00,51440.98,251153.02,1505.79,664
6491,5549.00,241.00,436.00,258.00,415478.00,20773.90,394704.10,2896.20,516
6492,2809.00,473.00,429.00,393.00,366397.00,73279.40,293117.60,1573.52,703
6493,8836.00,330.00,357.00,401.00,478584.00,90930.96,387653.04,2844.46,561
6494,2407.00,471.00,382.00,311.00,396734.00,111085.52,285648.48,1712.61,653
6495,8795.00,363.00,458.00,257.00,395934.00,47512.08,348421.92,2088.97,673
6496,2479.00,222.00,468.00,358.00,464330.00,116082.50,348247.50,2087.92,661
6497,4104.00,459.00,477.00,276.00,327547.00,55682.99,271864.01,1629.96,693
6498,4921.00,289.00,391.00,333.00,449418.00,62918.52,386499.48,2317.26,675
6499,8777.00,356.00,464.00,413.00,252568.00,60616.32,191951.68,916.41,778
6500,5825.00,293.00,425.00,279.00,439709.00,35176.72,404532.28,2171.62,740
6501,9748.00,474.00,433.00,288.00,441476.00,48562.36,392913.64,1875.83,773
6502,2100.00,319.00,488.00,290.00,448331.00,130015.99,318315.01,2117.76,612
6503,6816.00,340.00,425.00,388.00,485360.00,77657.60,407702.40,2712.45,639
6504,9162.00,417.00,418.00,207.00,244763.00,56295.49,188467.51,1253.88,612
6505,3836.00,440.00,419.00,339.00,438588.00,52630.56,385957.44,1627.21,846
6506,4768.00,285.00,455.00,425.00,230669.00,25373.59,205295.41,1102.07,704
6507,9608.00,366.00,404.00,261.00,252680.00,40428.80,212251.20,1557.42,510
6508,8614.00,480.00,385.00,390.00,430812.00,21540.60,409271.40,1953.92,792
6509,8711.00,298.00,418.00,389.00,446673.00,35733.84,410939.16,3015.33,575
6510,9869.00,367.00,490.00,386.00,457420.00,96058.20,361361.80,2166.55,671
6511,9533.00,497.00,485.00,386.00,383768.00,88266.64,295501.36,2168.28,587
6512,7578.00,349.00,490.00,324.00,258371.00,74927.59,183443.41,984.76,717
6513,9579.00,295.00,446.00,339.00,418419.00,79499.61,338919.39,2031.99,696
6514,3291.00,494.00,455.00,278.00,349839.00,62971.02,286867.98,1209.45,826
6515,8965.00,216.00,435.00,340.00,290251.00,34830.12,255420.88,1874.19,530
6516,2294.00,489.00,384.00,310.00,285578.00,17134.68,268443.32,1609.45,671
6517,9265.00,310.00,388.00,218.00,330316.00,42941.08,287374.92,1911.91,625
6518,2990.00,488.00,491.00,216.00,377670.00,37767.00,339903.00,2494.09,509
6519,8791.00,373.00,406.00,251.00,468599.00,89033.81,379565.19,2525.26,639
6520,2723.00,439.00,351.00,283.00,349478.00,83874.72,265603.28,1767.07,617
6521,4716.00,414.00,375.00,439.00,445772.00,84696.68,361075.32,1522.31,820
6522,3665.00,447.00,368.00,410.00,485314.00,121328.50,363985.50,2670.80,507
6523,9414.00,301.00,391.00,436.00,436238.00,21811.90,414426.10,1747.24,821
6524,9064.00,423.00,460.00,227.00,314673.00,22027.11,292645.89,1570.99,746
6525,6057.00,309.00,417.00,414.00,269522.00,35037.86,234484.14,1405.85,666
6526,4867.00,398.00,406.00,361.00,285254.00,65608.42,219645.58,1316.89,601
6527,4397.00,330.00,393.00,334.00,380940.00,26665.80,354274.20,2357.00,609
6528,9577.00,328.00,397.00,406.00,472147.00,66100.58,406046.42,1938.53,775
6529,9101.00,484.00,434.00,349.00,368607.00,51604.98,317002.02,1513.42,768
6530,5612.00,467.00,395.00,267.00,408808.00,77673.52,331134.48,1580.89,767
6531,8370.00,239.00,460.00,350.00,334236.00,60162.48,274073.52,1308.47,789
6532,7635.00,252.00,378.00,300.00,270897.00,13544.85,257352.15,1712.17,637
6533,8371.00,209.00,471.00,272.00,332876.00,53260.16,279615.84,2051.72,529
6534,8208.00,265.00,357.00,306.00,374561.00,48692.93,325868.07,2391.10,583
6535,2933.00,393.00,462.00,216.00,366881.00,58700.96,308180.04,1471.30,778
6536,6537.00,304.00,477.00,444.00,448785.00,116684.10,332100.90,1782.79,728
6537,5478.00,209.00,407.00,443.00,380803.00,30464.24,350338.76,2100.46,660
6538,9724.00,317.00,464.00,361.00,294789.00,79593.03,215195.97,1155.22,727
6539,5491.00,411.00,381.00,400.00,271405.00,73279.35,198125.65,1187.86,655
6540,6058.00,305.00,380.00,283.00,246563.00,66572.01,179990.99,1320.71,508
6541,8925.00,294.00,388.00,349.00,245021.00,71056.09,173964.91,1043.01,693
6542,6885.00,489.00,495.00,272.00,405879.00,117704.91,288174.09,1375.79,787
6543,6200.00,232.00,436.00,323.00,375671.00,90161.04,285509.96,2094.97,574
6544,4127.00,385.00,424.00,369.00,464401.00,83592.18,380808.82,1818.04,770
6545,8508.00,495.00,412.00,276.00,419702.00,92334.44,327367.56,2177.98,602
6546,2731.00,284.00,484.00,336.00,239305.00,11965.25,227339.75,1668.14,544
6547,4627.00,251.00,382.00,307.00,351076.00,31596.84,319479.16,1915.44,655
6548,8666.00,277.00,477.00,441.00,479685.00,124718.10,354966.90,2604.62,546
6549,8990.00,358.00,358.00,203.00,412330.00,53602.90,358727.10,1925.72,737
6550,2273.00,481.00,397.00,230.00,315284.00,44139.76,271144.24,1455.56,649
6551,6940.00,406.00,412.00,244.00,262012.00,49782.28,212229.72,1557.27,510
6552,9377.00,441.00,421.00,286.00,304052.00,27364.68,276687.32,1320.95,793
6553,6764.00,310.00,498.00,304.00,246599.00,14795.94,231803.06,977.29,848
6554,4991.00,341.00,426.00,340.00,380035.00,19001.75,361033.25,2164.58,655
6555,4485.00,252.00,406.00,264.00,433670.00,117090.90,316579.10,2322.95,588
6556,3156.00,274.00,385.00,212.00,309469.00,21662.83,287806.17,1213.40,822
6557,9157.00,255.00,374.00,357.00,427523.00,119706.44,307816.56,2047.91,624
6558,7271.00,410.00,454.00,248.00,273707.00,54741.40,218965.60,923.17,826
6559,2759.00,241.00,395.00,398.00,486070.00,87492.60,398577.40,2924.62,561
6560,6421.00,457.00,379.00,398.00,344754.00,44818.02,299935.98,2200.82,699
6561,6691.00,499.00,388.00,240.00,393243.00,94378.32,298864.68,1260.03,838
6562,8810.00,442.00,366.00,382.00,256965.00,30835.80,226129.20,1355.76,662
6563,2812.00,380.00,485.00,279.00,482779.00,82072.43,400706.57,2940.24,579
6564,4810.00,229.00,458.00,433.00,474767.00,75962.72,398804.28,1903.95,759
6565,4113.00,369.00,457.00,245.00,439735.00,61562.90,378172.10,2267.33,654
6566,2424.00,245.00,355.00,346.00,247977.00,47115.63,200861.37,1473.85,580
6567,5099.00,299.00,390.00,256.00,396334.00,47560.08,348773.92,2320.40,641
6568,5725.00,474.00,403.00,400.00,293370.00,49872.90,243497.10,1307.15,712
6569,8952.00,345.00,407.00,425.00,311248.00,21787.36,289460.64,1381.93,782
6570,9234.00,393.00,459.00,282.00,244639.00,24463.90,220175.10,1181.95,744
6571,6241.00,394.00,478.00,270.00,243661.00,41422.37,202238.63,852.65,814
6572,5630.00,329.00,357.00,345.00,423996.00,29679.72,394316.28,2893.35,526
6573,7599.00,263.00,477.00,301.00,463017.00,55562.04,407454.96,1945.25,756
6574,7497.00,494.00,429.00,424.00,401513.00,44166.43,357346.57,2377.44,618
6575,6873.00,495.00,433.00,241.00,237322.00,64076.94,173245.06,930.02,707
6576,2015.00,348.00,436.00,212.00,428813.00,25728.78,403084.22,2957.69,506
6577,3754.00,411.00,367.00,316.00,347948.00,48712.72,299235.28,1428.59,773
6578,7834.00,238.00,400.00,380.00,392627.00,23557.62,369069.38,1761.99,750
6579,6028.00,328.00,361.00,403.00,412210.00,61831.50,350378.50,1880.91,720
6580,2660.00,330.00,400.00,350.00,281373.00,53460.87,227912.13,1366.45,670
6581,4244.00,240.00,394.00,360.00,430556.00,60277.84,370278.16,1561.11,821
6582,6560.00,206.00,406.00,403.00,426241.00,123609.89,302631.11,2220.60,581
6583,7829.00,304.00,488.00,233.00,236309.00,61440.34,174868.66,737.25,820
